TID,Variable,Value
1995-08,pi^12_t,0.01646706586826374
1995-08,pi_t,0.001474926253687281
1995-09,2020indeks,66.31067961165049
1995-09,INDHOLD,68.3
1995-09,pi^12_t,0.020926756352765308
1995-09,pi_t,0.00589101620029453
1995-10,2020indeks,66.31067961165049
1995-10,INDHOLD,68.3
1995-10,pi^12_t,0.019402985074626677
1995-10,pi_t,0.0
1995-11,2020indeks,66.50485436893204
1995-11,INDHOLD,68.5
1995-11,pi^12_t,0.019345238095238138
1995-11,pi_t,0.002928257686676483
1995-12,2020indeks,66.40776699029128
1995-12,INDHOLD,68.4
1995-12,pi^12_t,0.017857142857143016
1995-12,pi_t,-0.0014598540145983607
1996-01,2020indeks,66.40776699029128
1996-01,INDHOLD,68.4
1996-01,pi^12_t,0.017857142857143016
1996-01,pi_t,0.0
1996-02,2020indeks,66.69902912621359
1996-02,INDHOLD,68.7
1996-02,pi^12_t,0.01777777777777767
1996-02,pi_t,0.004385964912280382
1996-03,2020indeks,67.08737864077669
1996-03,INDHOLD,69.1
1996-03,pi^12_t,0.02067946824224509
1996-03,pi_t,0.005822416302765587
1996-04,2020indeks,67.28155339805825
1996-04,INDHOLD,69.3
1996-04,pi^12_t,0.020618556701030855
1996-04,pi_t,0.0028943560057888007
1996-05,2020indeks,67.47572815533981
1996-05,INDHOLD,69.5
1996-05,pi^12_t,0.019061583577712593
1996-05,pi_t,0.0028860028860029363
1996-06,2020indeks,67.47572815533981
1996-06,INDHOLD,69.5
1996-06,pi^12_t,0.020558002936857722
1996-06,pi_t,0.0
1996-07,2020indeks,67.37864077669904
1996-07,INDHOLD,69.4
1996-07,pi^12_t,0.02359882005899716
1996-07,pi_t,-0.0014388489208631006
1996-08,2020indeks,67.47572815533981
1996-08,INDHOLD,69.5
1996-08,pi^12_t,0.02356406480117812
1996-08,pi_t,0.0014409221902016434
1996-09,2020indeks,67.86407766990293
1996-09,INDHOLD,69.9
1996-09,pi^12_t,0.023426061493411643
1996-09,pi_t,0.0057553956834532904
1996-10,2020indeks,67.96116504854369
1996-10,INDHOLD,70.0
1996-10,pi^12_t,0.024890190336749773
1996-10,pi_t,0.0014306151645204768
1996-11,2020indeks,68.05825242718446
1996-11,INDHOLD,70.1
1996-11,pi^12_t,0.023357664233576436
1996-11,pi_t,0.0014285714285713347
1996-12,2020indeks,67.96116504854369
1996-12,INDHOLD,70.0
1996-12,pi^12_t,0.023391812865496853
1996-12,pi_t,-0.0014265335235376098
1997-01,2020indeks,68.15533980582525
1997-01,INDHOLD,70.2
1997-01,pi^12_t,0.02631578947368407
1997-01,pi_t,0.0028571428571428914
1997-02,2020indeks,68.15533980582525
1997-02,INDHOLD,70.2
1997-02,pi^12_t,0.02183406113537134
1997-02,pi_t,0.0
1997-03,2020indeks,68.15533980582525
1997-03,INDHOLD,70.2
1997-03,pi^12_t,0.015918958031838182
1997-03,pi_t,0.0
1997-04,2020indeks,68.44660194174757
1997-04,INDHOLD,70.5
1997-04,pi^12_t,0.017316017316017396
1997-04,pi_t,0.004273504273504258
1997-05,2020indeks,68.93203883495146
1997-05,INDHOLD,71.0
1997-05,pi^12_t,0.021582733812949506
1997-05,pi_t,0.007092198581560183
1997-06,2020indeks,69.02912621359224
1997-06,INDHOLD,71.1
1997-06,pi^12_t,0.02302158273381294
1997-06,pi_t,0.0014084507042253502
1997-07,2020indeks,68.93203883495146
1997-07,INDHOLD,71.0
1997-07,pi^12_t,0.023054755043227404
1997-07,pi_t,-0.0014064697609001975
1997-08,2020indeks,69.22330097087378
1997-08,INDHOLD,71.3
1997-08,pi^12_t,0.025899280575539363
1997-08,pi_t,0.004225352112676051
1997-09,2020indeks,69.41747572815534
1997-09,INDHOLD,71.5
1997-09,pi^12_t,0.022889842632331625
1997-09,pi_t,0.0028050490883591017
1997-10,2020indeks,69.41747572815534
1997-10,INDHOLD,71.5
1997-10,pi^12_t,0.021428571428571352
1997-10,pi_t,0.0
1997-11,2020indeks,69.51456310679612
1997-11,INDHOLD,71.6
1997-11,pi^12_t,0.021398002853067144
1997-11,pi_t,0.0013986013986013734
1997-12,2020indeks,69.41747572815534
1997-12,INDHOLD,71.5
1997-12,pi^12_t,0.021428571428571352
1997-12,pi_t,-0.0013966480446927498
1998-01,2020indeks,69.32038834951457
1998-01,INDHOLD,71.4
1998-01,pi^12_t,0.017094017094017033
1998-01,pi_t,-0.0013986013986012624
1998-02,2020indeks,69.6116504854369
1998-02,INDHOLD,71.7
1998-02,pi^12_t,0.02136752136752129
1998-02,pi_t,0.004201680672268893
1998-03,2020indeks,69.80582524271846
1998-03,INDHOLD,71.9
1998-03,pi^12_t,0.024216524216524205
1998-03,pi_t,0.002789400278940146
1998-04,2020indeks,69.90291262135922
1998-04,INDHOLD,72.0
1998-04,pi^12_t,0.02127659574468077
1998-04,pi_t,0.0013908205841444143
1998-05,2020indeks,70.29126213592234
1998-05,INDHOLD,72.4
1998-05,pi^12_t,0.019718309859155125
1998-05,pi_t,0.005555555555555758
1998-06,2020indeks,70.29126213592234
1998-06,INDHOLD,72.4
1998-06,pi^12_t,0.0182841068917019
1998-06,pi_t,0.0
1998-07,2020indeks,70.09708737864078
1998-07,INDHOLD,72.2
1998-07,pi^12_t,0.016901408450704203
1998-07,pi_t,-0.002762430939226568
1998-08,2020indeks,70.19417475728154
1998-08,INDHOLD,72.3
1998-08,pi^12_t,0.014025245441795287
1998-08,pi_t,0.0013850415512464131
1998-09,2020indeks,70.48543689320388
1998-09,INDHOLD,72.6
1998-09,pi^12_t,0.01538461538461533
1998-09,pi_t,0.004149377593361203
1998-10,2020indeks,70.58252427184466
1998-10,INDHOLD,72.7
1998-10,pi^12_t,0.016783216783216925
1998-10,pi_t,0.0013774104683195176
1998-11,2020indeks,70.67961165048543
1998-11,INDHOLD,72.8
1998-11,pi^12_t,0.016759776536312776
1998-11,pi_t,0.0013755158184316496
1998-12,2020indeks,70.58252427184466
1998-12,INDHOLD,72.7
1998-12,pi^12_t,0.016783216783216925
1998-12,pi_t,-0.0013736263736262577
1999-01,2020indeks,70.48543689320388
1999-01,INDHOLD,72.6
1999-01,pi^12_t,0.01680672268907557
1999-01,pi_t,-0.0013755158184319827
1999-02,2020indeks,71.06796116504854
1999-02,INDHOLD,73.2
1999-02,pi^12_t,0.02092050209205021
1999-02,pi_t,0.008264462809917328
1999-03,2020indeks,71.35922330097088
1999-03,INDHOLD,73.5
1999-03,pi^12_t,0.022253129346314404
1999-03,pi_t,0.004098360655737876
1999-04,2020indeks,71.55339805825243
1999-04,INDHOLD,73.7
1999-04,pi^12_t,0.02361111111111125
1999-04,pi_t,0.0027210884353741083
1999-05,2020indeks,71.74757281553399
1999-05,INDHOLD,73.9
1999-05,pi^12_t,0.02071823204419876
1999-05,pi_t,0.0027137042062415073
1999-06,2020indeks,71.94174757281553
1999-06,INDHOLD,74.1
1999-06,pi^12_t,0.023480662983425216
1999-06,pi_t,0.0027063599458727605
1999-07,2020indeks,71.74757281553399
1999-07,INDHOLD,73.9
1999-07,pi^12_t,0.023545706371191244
1999-07,pi_t,-0.0026990553306341925
1999-08,2020indeks,72.13592233009707
1999-08,INDHOLD,74.3
1999-08,pi^12_t,0.027662517289073207
1999-08,pi_t,0.005412719891745299
1999-09,2020indeks,72.52427184466019
1999-09,INDHOLD,74.7
1999-09,pi^12_t,0.02892561983471076
1999-09,pi_t,0.0053835800807537915
1999-10,2020indeks,72.62135922330096
1999-10,INDHOLD,74.8
1999-10,pi^12_t,0.02888583218706997
1999-10,pi_t,0.001338688085675832
1999-11,2020indeks,72.71844660194175
1999-11,INDHOLD,74.9
1999-11,pi^12_t,0.028846153846153966
1999-11,pi_t,0.0013368983957222635
1999-12,2020indeks,72.81553398058253
1999-12,INDHOLD,75.0
1999-12,pi^12_t,0.031636863823933936
1999-12,pi_t,0.001335113484646211
2000-01,2020indeks,72.71844660194175
2000-01,INDHOLD,74.9
2000-01,pi^12_t,0.031680440771350016
2000-01,pi_t,-0.0013333333333334085
2000-02,2020indeks,73.20388349514563
2000-02,INDHOLD,75.4
2000-02,pi^12_t,0.030054644808743092
2000-02,pi_t,0.006675567423231055
2000-03,2020indeks,73.68932038834953
2000-03,INDHOLD,75.9
2000-03,pi^12_t,0.032653061224489965
2000-03,pi_t,0.006631299734748186
2000-04,2020indeks,73.7864077669903
2000-04,INDHOLD,76.0
2000-04,pi^12_t,0.031207598371777445
2000-04,pi_t,0.0013175230566533358
2000-05,2020indeks,74.07766990291262
2000-05,INDHOLD,76.3
2000-05,pi^12_t,0.03247631935047357
2000-05,pi_t,0.003947368421052477
2000-06,2020indeks,74.27184466019418
2000-06,INDHOLD,76.5
2000-06,pi^12_t,0.03238866396761142
2000-06,pi_t,0.002621231979030192
2000-07,2020indeks,73.98058252427184
2000-07,INDHOLD,76.2
2000-07,pi^12_t,0.03112313937753708
2000-07,pi_t,-0.0039215686274510775
2000-08,2020indeks,73.88349514563106
2000-08,INDHOLD,76.1
2000-08,pi^12_t,0.024226110363391617
2000-08,pi_t,-0.001312335958005284
2000-09,2020indeks,74.46601941747572
2000-09,INDHOLD,76.7
2000-09,pi^12_t,0.02677376171352064
2000-09,pi_t,0.007884362680683266
2000-10,2020indeks,74.6601941747573
2000-10,INDHOLD,76.9
2000-10,pi^12_t,0.028074866310160873
2000-10,pi_t,0.0026075619295959918
2000-11,2020indeks,74.6601941747573
2000-11,INDHOLD,76.9
2000-11,pi^12_t,0.026702269692923997
2000-11,pi_t,0.0
2000-12,2020indeks,74.5631067961165
2000-12,INDHOLD,76.8
2000-12,pi^12_t,0.0239999999999998
2000-12,pi_t,-0.0013003901170353105
2001-01,2020indeks,74.46601941747572
2001-01,INDHOLD,76.7
2001-01,pi^12_t,0.024032042723631353
2001-01,pi_t,-0.0013020833333333703
2001-02,2020indeks,75.0485436893204
2001-02,INDHOLD,77.3
2001-02,pi^12_t,0.02519893899204262
2001-02,pi_t,0.007822685788787753
2001-03,2020indeks,75.4368932038835
2001-03,INDHOLD,77.7
2001-03,pi^12_t,0.02371541501976271
2001-03,pi_t,0.005174644243208126
2001-04,2020indeks,75.72815533980582
2001-04,INDHOLD,78.0
2001-04,pi^12_t,0.02631578947368407
2001-04,pi_t,0.0038610038610038533
2001-05,2020indeks,76.11650485436894
2001-05,INDHOLD,78.4
2001-05,pi^12_t,0.027522935779816793
2001-05,pi_t,0.005128205128205332
2001-06,2020indeks,76.01941747572816
2001-06,INDHOLD,78.3
2001-06,pi^12_t,0.02352941176470602
2001-06,pi_t,-0.0012755102040816757
2001-07,2020indeks,75.82524271844659
2001-07,INDHOLD,78.1
2001-07,pi^12_t,0.02493438320209962
2001-07,pi_t,-0.0025542784163475885
2001-08,2020indeks,75.82524271844659
2001-08,INDHOLD,78.1
2001-08,pi^12_t,0.026281208935611033
2001-08,pi_t,0.0
2001-09,2020indeks,76.11650485436894
2001-09,INDHOLD,78.4
2001-09,pi^12_t,0.02216427640156482
2001-09,pi_t,0.003841229193342066
2001-10,2020indeks,76.2135922330097
2001-10,INDHOLD,78.5
2001-10,pi^12_t,0.020806241872561637
2001-10,pi_t,0.0012755102040815647
2001-11,2020indeks,76.01941747572816
2001-11,INDHOLD,78.3
2001-11,pi^12_t,0.01820546163849146
2001-11,pi_t,-0.002547770700636831
2001-12,2020indeks,76.2135922330097
2001-12,INDHOLD,78.5
2001-12,pi^12_t,0.02213541666666674
2001-12,pi_t,0.0025542784163472554
2002-01,2020indeks,76.31067961165047
2002-01,INDHOLD,78.6
2002-01,pi^12_t,0.024771838331160367
2002-01,pi_t,0.001273885350318249
2002-02,2020indeks,76.89320388349515
2002-02,INDHOLD,79.2
2002-02,pi^12_t,0.02457956015523921
2002-02,pi_t,0.007633587786259666
2002-03,2020indeks,77.37864077669904
2002-03,INDHOLD,79.7
2002-03,pi^12_t,0.025740025740025763
2002-03,pi_t,0.0063131313131314926
2002-04,2020indeks,77.66990291262135
2002-04,INDHOLD,80.0
2002-04,pi^12_t,0.02564102564102555
2002-04,pi_t,0.0037641154328729165
2002-05,2020indeks,77.66990291262135
2002-05,INDHOLD,80.0
2002-05,pi^12_t,0.020408163265305923
2002-05,pi_t,0.0
2002-06,2020indeks,77.66990291262135
2002-06,INDHOLD,80.0
2002-06,pi^12_t,0.02171136653895256
2002-06,pi_t,0.0
2002-07,2020indeks,77.47572815533981
2002-07,INDHOLD,79.8
2002-07,pi^12_t,0.021766965428937413
2002-07,pi_t,-0.0024999999999998357
2002-08,2020indeks,77.57281553398059
2002-08,INDHOLD,79.9
2002-08,pi^12_t,0.02304737516005151
2002-08,pi_t,0.0012531328320801727
2002-09,2020indeks,77.96116504854369
2002-09,INDHOLD,80.3
2002-09,pi^12_t,0.02423469387755084
2002-09,pi_t,0.005006257822277815
2002-10,2020indeks,78.15533980582524
2002-10,INDHOLD,80.5
2002-10,pi^12_t,0.02547770700636942
2002-10,pi_t,0.002490660024906388
2002-11,2020indeks,78.15533980582524
2002-11,INDHOLD,80.5
2002-11,pi^12_t,0.02809706257982092
2002-11,pi_t,0.0
2002-12,2020indeks,78.15533980582524
2002-12,INDHOLD,80.5
2002-12,pi^12_t,0.02547770700636942
2002-12,pi_t,0.0
2003-01,2020indeks,78.25242718446601
2003-01,INDHOLD,80.6
2003-01,pi^12_t,0.025445292620865256
2003-01,pi_t,0.001242236024844745
2003-02,2020indeks,79.02912621359224
2003-02,INDHOLD,81.4
2003-02,pi^12_t,0.02777777777777768
2003-02,pi_t,0.00992555831265518
2003-03,2020indeks,79.6116504854369
2003-03,INDHOLD,82.0
2003-03,pi^12_t,0.02885821831869495
2003-03,pi_t,0.0073710073710073765
2003-04,2020indeks,79.51456310679612
2003-04,INDHOLD,81.9
2003-04,pi^12_t,0.02375000000000016
2003-04,pi_t,-0.0012195121951219523
2003-05,2020indeks,79.41747572815534
2003-05,INDHOLD,81.8
2003-05,pi^12_t,0.022499999999999964
2003-05,pi_t,-0.0012210012210012167
2003-06,2020indeks,79.41747572815534
2003-06,INDHOLD,81.8
2003-06,pi^12_t,0.022499999999999964
2003-06,pi_t,0.0
2003-07,2020indeks,78.93203883495146
2003-07,INDHOLD,81.3
2003-07,pi^12_t,0.018796992481203034
2003-07,pi_t,-0.006112469437652757
2003-08,2020indeks,78.93203883495146
2003-08,INDHOLD,81.3
2003-08,pi^12_t,0.017521902377972465
2003-08,pi_t,0.0
2003-09,2020indeks,79.41747572815534
2003-09,INDHOLD,81.8
2003-09,pi^12_t,0.018679950186799354
2003-09,pi_t,0.006150061500614923
2003-10,2020indeks,79.22330097087378
2003-10,INDHOLD,81.6
2003-10,pi^12_t,0.013664596273291973
2003-10,pi_t,-0.0024449877750611915
2003-11,2020indeks,79.41747572815534
2003-11,INDHOLD,81.8
2003-11,pi^12_t,0.016149068322981464
2003-11,pi_t,0.002450980392156854
2003-12,2020indeks,79.22330097087378
2003-12,INDHOLD,81.6
2003-12,pi^12_t,0.013664596273291973
2003-12,pi_t,-0.0024449877750611915
2004-01,2020indeks,79.22330097087378
2004-01,INDHOLD,81.6
2004-01,pi^12_t,0.012406947890818865
2004-01,pi_t,0.0
2004-02,2020indeks,79.80582524271846
2004-02,INDHOLD,82.2
2004-02,pi^12_t,0.00982800982800991
2004-02,pi_t,0.007352941176470784
2004-03,2020indeks,80.09708737864078
2004-03,INDHOLD,82.5
2004-03,pi^12_t,0.0060975609756097615
2004-03,pi_t,0.0036496350364962904
2004-04,2020indeks,80.19417475728154
2004-04,INDHOLD,82.6
2004-04,pi^12_t,0.008547008547008517
2004-04,pi_t,0.0012121212121209979
2004-05,2020indeks,80.48543689320388
2004-05,INDHOLD,82.9
2004-05,pi^12_t,0.01344743276283622
2004-05,pi_t,0.003631961259080052
2004-06,2020indeks,80.29126213592234
2004-06,INDHOLD,82.7
2004-06,pi^12_t,0.01100244498777525
2004-06,pi_t,-0.0024125452352230514
2004-07,2020indeks,80.0
2004-07,INDHOLD,82.4
2004-07,pi^12_t,0.013530135301353052
2004-07,pi_t,-0.0036275695284160303
2004-08,2020indeks,79.80582524271846
2004-08,INDHOLD,82.2
2004-08,pi^12_t,0.011070110701107083
2004-08,pi_t,-0.0024271844660193054
2004-09,2020indeks,80.29126213592234
2004-09,INDHOLD,82.7
2004-09,pi^12_t,0.01100244498777525
2004-09,pi_t,0.006082725060827299
2004-10,2020indeks,80.58252427184466
2004-10,INDHOLD,83.0
2004-10,pi^12_t,0.0171568627450982
2004-10,pi_t,0.0036275695284158083
2004-11,2020indeks,80.3883495145631
2004-11,INDHOLD,82.8
2004-11,pi^12_t,0.012224938875305513
2004-11,pi_t,-0.002409638554216942
2004-12,2020indeks,80.19417475728154
2004-12,INDHOLD,82.6
2004-12,pi^12_t,0.01225490196078427
2004-12,pi_t,-0.0024154589371980784
2005-01,2020indeks,80.0
2005-01,INDHOLD,82.4
2005-01,pi^12_t,0.009803921568627638
2005-01,pi_t,-0.002421307506053183
2005-02,2020indeks,80.77669902912622
2005-02,INDHOLD,83.2
2005-02,pi^12_t,0.012165450121654375
2005-02,pi_t,0.009708737864077666
2005-03,2020indeks,81.2621359223301
2005-03,INDHOLD,83.7
2005-03,pi^12_t,0.014545454545454639
2005-03,pi_t,0.006009615384615419
2005-04,2020indeks,81.65048543689319
2005-04,INDHOLD,84.1
2005-04,pi^12_t,0.018159806295399372
2005-04,pi_t,0.004778972520907754
2005-05,2020indeks,81.65048543689319
2005-05,INDHOLD,84.1
2005-05,pi^12_t,0.014475271411338753
2005-05,pi_t,0.0
2005-06,2020indeks,81.74757281553399
2005-06,INDHOLD,84.2
2005-06,pi^12_t,0.018137847642079707
2005-06,pi_t,0.0011890606420930094
2005-07,2020indeks,81.65048543689319
2005-07,INDHOLD,84.1
2005-07,pi^12_t,0.020631067961164984
2005-07,pi_t,-0.0011876484560572331
2005-08,2020indeks,81.65048543689319
2005-08,INDHOLD,84.1
2005-08,pi^12_t,0.023114355231143247
2005-08,pi_t,0.0
2005-09,2020indeks,82.23300970873787
2005-09,INDHOLD,84.7
2005-09,pi^12_t,0.024183796856106277
2005-09,pi_t,0.007134363852556724
2005-10,2020indeks,82.23300970873787
2005-10,INDHOLD,84.7
2005-10,pi^12_t,0.02048192771084345
2005-10,pi_t,0.0
2005-11,2020indeks,81.94174757281554
2005-11,INDHOLD,84.4
2005-11,pi^12_t,0.019323671497584627
2005-11,pi_t,-0.0035419126328216644
2005-12,2020indeks,82.03883495145631
2005-12,INDHOLD,84.5
2005-12,pi^12_t,0.023002421307506182
2005-12,pi_t,0.0011848341232225668
2006-01,2020indeks,81.74757281553399
2006-01,INDHOLD,84.2
2006-01,pi^12_t,0.02184466019417486
2006-01,pi_t,-0.0035502958579880506
2006-02,2020indeks,82.52427184466019
2006-02,INDHOLD,85.0
2006-02,pi^12_t,0.021634615384615197
2006-02,pi_t,0.009501187648455867
2006-03,2020indeks,82.81553398058253
2006-03,INDHOLD,85.3
2006-03,pi^12_t,0.019115890083631903
2006-03,pi_t,0.003529411764706003
2006-04,2020indeks,83.20388349514563
2006-04,INDHOLD,85.7
2006-04,pi^12_t,0.019024970273484154
2006-04,pi_t,0.004689331770222793
2006-05,2020indeks,83.30097087378641
2006-05,INDHOLD,85.8
2006-05,pi^12_t,0.02021403091557694
2006-05,pi_t,0.001166861143524045
2006-06,2020indeks,83.49514563106796
2006-06,INDHOLD,86.0
2006-06,pi^12_t,0.021377672209025977
2006-06,pi_t,0.002331002331002141
2006-07,2020indeks,83.30097087378641
2006-07,INDHOLD,85.8
2006-07,pi^12_t,0.02021403091557694
2006-07,pi_t,-0.0023255813953487747
2006-08,2020indeks,83.30097087378641
2006-08,INDHOLD,85.8
2006-08,pi^12_t,0.02021403091557694
2006-08,pi_t,0.0
2006-09,2020indeks,83.59223300970872
2006-09,INDHOLD,86.1
2006-09,pi^12_t,0.016528925619834434
2006-09,pi_t,0.0034965034965033226
2006-10,2020indeks,83.49514563106796
2006-10,INDHOLD,86.0
2006-10,pi^12_t,0.015348288075560657
2006-10,pi_t,-0.0011614401858303092
2006-11,2020indeks,83.39805825242719
2006-11,INDHOLD,85.9
2006-11,pi^12_t,0.017772511848341166
2006-11,pi_t,-0.0011627906976743319
2006-12,2020indeks,83.49514563106796
2006-12,INDHOLD,86.0
2006-12,pi^12_t,0.017751479289940697
2006-12,pi_t,0.0011641443538996654
2007-01,2020indeks,83.20388349514563
2007-01,INDHOLD,85.7
2007-01,pi^12_t,0.017814726840855055
2007-01,pi_t,-0.0034883720930232176
2007-02,2020indeks,84.07766990291262
2007-02,INDHOLD,86.6
2007-02,pi^12_t,0.018823529411764683
2007-02,pi_t,0.010501750291715295
2007-03,2020indeks,84.46601941747572
2007-03,INDHOLD,87.0
2007-03,pi^12_t,0.019929660023446427
2007-03,pi_t,0.004618937644341736
2007-04,2020indeks,84.5631067961165
2007-04,INDHOLD,87.1
2007-04,pi^12_t,0.016336056009334854
2007-04,pi_t,0.0011494252873562871
2007-05,2020indeks,84.75728155339806
2007-05,INDHOLD,87.3
2007-05,pi^12_t,0.0174825174825175
2007-05,pi_t,0.0022962112514350874
2007-06,2020indeks,84.66019417475728
2007-06,INDHOLD,87.2
2007-06,pi^12_t,0.013953488372093092
2007-06,pi_t,-0.001145475372279492
2007-07,2020indeks,84.27184466019418
2007-07,INDHOLD,86.8
2007-07,pi^12_t,0.011655011655011593
2007-07,pi_t,-0.004587155963302725
2007-08,2020indeks,84.07766990291262
2007-08,INDHOLD,86.6
2007-08,pi^12_t,0.00932400932400923
2007-08,pi_t,-0.0023041474654378336
2007-09,2020indeks,84.66019417475728
2007-09,INDHOLD,87.2
2007-09,pi^12_t,0.012775842044134844
2007-09,pi_t,0.006928406466512715
2007-10,2020indeks,84.9514563106796
2007-10,INDHOLD,87.5
2007-10,pi^12_t,0.01744186046511631
2007-10,pi_t,0.0034403669724769603
2007-11,2020indeks,85.43689320388349
2007-11,INDHOLD,88.0
2007-11,pi^12_t,0.024447031431897415
2007-11,pi_t,0.005714285714285783
2007-12,2020indeks,85.43689320388349
2007-12,INDHOLD,88.0
2007-12,pi^12_t,0.023255813953488413
2007-12,pi_t,0.0
2008-01,2020indeks,85.63106796116506
2008-01,INDHOLD,88.2
2008-01,pi^12_t,0.029171528588098017
2008-01,pi_t,0.002272727272727426
2008-02,2020indeks,86.69902912621359
2008-02,INDHOLD,89.3
2008-02,pi^12_t,0.03117782909930722
2008-02,pi_t,0.012471655328798015
2008-03,2020indeks,87.0873786407767
2008-03,INDHOLD,89.7
2008-03,pi^12_t,0.031034482758620863
2008-03,pi_t,0.004479283314669846
2008-04,2020indeks,87.37864077669903
2008-04,INDHOLD,90.0
2008-04,pi^12_t,0.033295063145809545
2008-04,pi_t,0.0033444816053511683
2008-05,2020indeks,87.66990291262135
2008-05,INDHOLD,90.3
2008-05,pi^12_t,0.03436426116838476
2008-05,pi_t,0.0033333333333331883
2008-06,2020indeks,87.86407766990291
2008-06,INDHOLD,90.5
2008-06,pi^12_t,0.037844036697247674
2008-06,pi_t,0.0022148394241419123
2008-07,2020indeks,87.66990291262135
2008-07,INDHOLD,90.3
2008-07,pi^12_t,0.040322580645161255
2008-07,pi_t,-0.0022099447513812542
2008-08,2020indeks,87.76699029126213
2008-08,INDHOLD,90.4
2008-08,pi^12_t,0.04387990762124705
2008-08,pi_t,0.001107419712070845
2008-09,2020indeks,88.15533980582524
2008-09,INDHOLD,90.8
2008-09,pi^12_t,0.041284403669724634
2008-09,pi_t,0.004424778761061843
2008-10,2020indeks,88.05825242718447
2008-10,INDHOLD,90.7
2008-10,pi^12_t,0.0365714285714287
2008-10,pi_t,-0.0011013215859029257
2008-11,2020indeks,87.76699029126213
2008-11,INDHOLD,90.4
2008-11,pi^12_t,0.027272727272727337
2008-11,pi_t,-0.003307607497243792
2008-12,2020indeks,87.47572815533981
2008-12,INDHOLD,90.1
2008-12,pi^12_t,0.02386363636363642
2008-12,pi_t,-0.0033185840707964376
2009-01,2020indeks,87.18446601941747
2009-01,INDHOLD,89.8
2009-01,pi^12_t,0.01814058956916087
2009-01,pi_t,-0.0033296337402886067
2009-02,2020indeks,88.25242718446601
2009-02,INDHOLD,90.9
2009-02,pi^12_t,0.017917133258678497
2009-02,pi_t,0.012249443207126953
2009-03,2020indeks,88.54368932038835
2009-03,INDHOLD,91.2
2009-03,pi^12_t,0.01672240802675584
2009-03,pi_t,0.0033003300330034513
2009-04,2020indeks,88.44660194174757
2009-04,INDHOLD,91.1
2009-04,pi^12_t,0.012222222222222134
2009-04,pi_t,-0.0010964912280702066
2009-05,2020indeks,88.7378640776699
2009-05,INDHOLD,91.4
2009-05,pi^12_t,0.012181616832779518
2009-05,pi_t,0.003293084522502765
2009-06,2020indeks,88.93203883495146
2009-06,INDHOLD,91.6
2009-06,pi^12_t,0.012154696132596676
2009-06,pi_t,0.002188183807439792
2009-07,2020indeks,88.54368932038835
2009-07,INDHOLD,91.2
2009-07,pi^12_t,0.00996677740863805
2009-07,pi_t,-0.004366812227074246
2009-08,2020indeks,88.7378640776699
2009-08,INDHOLD,91.4
2009-08,pi^12_t,0.01106194690265494
2009-08,pi_t,0.002192982456140191
2009-09,2020indeks,88.93203883495146
2009-09,INDHOLD,91.6
2009-09,pi^12_t,0.008810572687224738
2009-09,pi_t,0.002188183807439792
2009-10,2020indeks,88.93203883495146
2009-10,INDHOLD,91.6
2009-10,pi^12_t,0.009922822491730932
2009-10,pi_t,0.0
2009-11,2020indeks,88.93203883495146
2009-11,INDHOLD,91.6
2009-11,pi^12_t,0.013274336283185972
2009-11,pi_t,0.0
2009-12,2020indeks,88.7378640776699
2009-12,INDHOLD,91.4
2009-12,pi^12_t,0.01442841287458374
2009-12,pi_t,-0.0021834061135371785
2010-01,2020indeks,88.93203883495146
2010-01,INDHOLD,91.6
2010-01,pi^12_t,0.020044543429844186
2010-01,pi_t,0.002188183807439792
2010-02,2020indeks,90.0
2010-02,INDHOLD,92.7
2010-02,pi^12_t,0.01980198019801982
2010-02,pi_t,0.012008733624454093
2010-03,2020indeks,90.58252427184466
2010-03,INDHOLD,93.3
2010-03,pi^12_t,0.023026315789473673
2010-03,pi_t,0.006472491909385036
2010-04,2020indeks,90.67961165048544
2010-04,INDHOLD,93.4
2010-04,pi^12_t,0.02524698133918779
2010-04,pi_t,0.001071811361200492
2010-05,2020indeks,90.67961165048544
2010-05,INDHOLD,93.4
2010-05,pi^12_t,0.021881838074398363
2010-05,pi_t,0.0
2010-06,2020indeks,90.58252427184466
2010-06,INDHOLD,93.3
2010-06,pi^12_t,0.018558951965065518
2010-06,pi_t,-0.0010706638115631772
2010-07,2020indeks,90.48543689320388
2010-07,INDHOLD,93.2
2010-07,pi^12_t,0.021929824561403466
2010-07,pi_t,-0.001071811361200492
2010-08,2020indeks,90.87378640776699
2010-08,INDHOLD,93.6
2010-08,pi^12_t,0.024070021881838155
2010-08,pi_t,0.0042918454935620964
2010-09,2020indeks,91.16504854368934
2010-09,INDHOLD,93.9
2010-09,pi^12_t,0.025109170305677164
2010-09,pi_t,0.003205128205128416
2010-10,2020indeks,91.06796116504854
2010-10,INDHOLD,93.8
2010-10,pi^12_t,0.02401746724890841
2010-10,pi_t,-0.0010649627263047412
2010-11,2020indeks,91.16504854368934
2010-11,INDHOLD,93.9
2010-11,pi^12_t,0.025109170305677164
2010-11,pi_t,0.0010660980810235365
2010-12,2020indeks,91.2621359223301
2010-12,INDHOLD,94.0
2010-12,pi^12_t,0.02844638949671796
2010-12,pi_t,0.0010649627263044081
2011-01,2020indeks,91.35922330097087
2011-01,INDHOLD,94.1
2011-01,pi^12_t,0.02729257641921401
2011-01,pi_t,0.0010638297872338498
2011-02,2020indeks,92.42718446601941
2011-02,INDHOLD,95.2
2011-02,pi^12_t,0.026968716289104577
